bloomberg_ticker,yahoo,data_provider,signals_ticker
UAPH US,,eodhd,UAPH.US
4065 JP,,yahoo,
8111 JP,8111.T,yahoo,8111.T
ABS AU,,eodhd,ABS.AU
INS1V US,,eodhd,INS1V.US
089480 KS,,eodhd,089480.KQ
RAIL3 BZ,RAIL3.SA,eodhd,RAIL3.SA
TIN US,,eodhd,TIN.US
5347 TT,5347.TWO,eodhd,5347.TWO
IRE IM,IRE.MI,eodhd,IRE.MI
9956 JP,9956.T,yahoo,9956.T
SCHE LN,,eodhd,SCHE.LSE
SCL/SV/A CN,,eodhd,SCL/SV-A.TO
DOFSQ US,,eodhd,DOFSQ.US
069620 KS,069620.KS,eodhd,069620.KQ
MGRC US,MGRC,eodhd,MGRC.US
FTBK US,,eodhd,FTBK.US
2355 TT,2355.TW,eodhd,2355.TW
MEA US,,eodhd,MEA.US
OEI US,,eodhd,OEI.US
5713 JP,5713.T,yahoo,5713.T
TPIPL TB,,eodhd,TPIPL.BK
CACH US,,eodhd,CACH.US
HELX US,,eodhd,HELX.US
INLOT GA,,eodhd,INLOT.AT
TAVHL TI,TAVHL.IS,eodhd,TAVHL.IS
SGB AU,,eodhd,SGB.AU
AAF LN,AAF.L,eodhd,AAF.LSE
EPROB SS,EPRO-B.ST,eodhd,EPRO-B.ST
INNO US,,eodhd,INNO.US
3558 TT,,eodhd,3558.TWO
5711 JP,5711.T,yahoo,5711.T
HRC US,,eodhd,HRC.US
SP US,SP,eodhd,SP.US
ENTR US,,eodhd,ENTR.US
CBB MK,,eodhd,CBB.KLSE
MKTX US,MKTX,eodhd,MKTX.US
2441 TT,,eodhd,2441.TW
REC IM,REC.MI,eodhd,REC.MI
MCG AU,,eodhd,MCG.AU
HVM GR,,eodhd,HVM.XETRA
CTXS US,CTXS,eodhd,CTXS.US
HMT US,,eodhd,HMT.US
PNK_old US,,eodhd,PNK_old.US
KIE LN,,eodhd,KIE.LSE
SCSC US,SCSC,eodhd,SCSC.US
SNR LN,,eodhd,SNR.LSE
XENT US,XENT,eodhd,XENT.US
EK US,,eodhd,EK.US
6191 TT,,eodhd,6191.TW
1785 TT,,eodhd,1785.TWO
5938 JP,5938.T,yahoo,5938.T
IXYS US,,eodhd,IXYS.US
CWH US,CWH,eodhd,CWH.US
MOGN US,,eodhd,MOGN.US
AXIS SS,,eodhd,AXIS.ST
WAC GR,WAC.DE,eodhd,WAC.XETRA
IQV US,IQV,eodhd,IQV.US
FOXT LN,,eodhd,FOXT.LSE
CER LN,,eodhd,CER.LSE
SMED US,,eodhd,SMED.US
ASYS US,,eodhd,ASYS.US
SGP AU,,eodhd,SGP.AU
CLM CN,,eodhd,CLM.V
DBG FP,DBG.PA,eodhd,DBG.PA
ROOM US,,eodhd,ROOM.US
WMT US,WMT,eodhd,WMT.US
089600 KS,,eodhd,089600.KQ
NLFSK DC,,eodhd,NLFSK.CO
SRT3 GR,SRT3.DE,eodhd,SRT3.XETRA
COL US,,eodhd,COL.US
ALTG US,,eodhd,ALTG.US
MTROSDBB SS,,eodhd,MTROSDBB.ST
NNBR US,,eodhd,NNBR.US
DCPH US,DCPH,eodhd,DCPH.US
9910 TT,9910.TW,eodhd,9910.TW
ITV LN,ITV.L,eodhd,ITV.LSE
ARTC US,,eodhd,ARTC.US
FNP AU,,eodhd,FNP.AU
CPIN IJ,CPIN.JK,eodhd,CPIN.JK
NYX US,,eodhd,NYX.US
1212 HK,,eodhd,1212.HK
1707 TT,1707.TW,eodhd,1707.TW
2124 JP,2124.T,yahoo,2124.T
BZH US,BZH,eodhd,BZH.US
9042 JP,9042.T,yahoo,9042.T
DOF NO,,eodhd,DOF.OL
SSL CN,SSL.TO,eodhd,SSL.TO
FENR LN,,eodhd,FENR.LSE
TFS US,,eodhd,TFS.US
BKY AU,,eodhd,BKY.AU
OVV US,OVV,eodhd,OVV.US
NANO NO,,eodhd,NANO.OL
064760 KS,064760.KQ,eodhd,064760.KQ
CPG CN,CPG.TO,eodhd,CPG.TO
JDEC US,,eodhd,JDEC.US
ABX CN,ABX.TO,eodhd,ABX.TO
PLTE US,,eodhd,PLTE.US
OIL CN,,eodhd,OIL.CN
LNK AU,LNK.AX,eodhd,LNK.AU
PPP US,,eodhd,PPP.US
KALA US,,eodhd,KALA.US
3661 TT,3661.TW,eodhd,3661.TW
MGR AU,,eodhd,MGR.AU
IMMR US,,eodhd,IMMR.US
RMT SP,,eodhd,RMT.SG
ABLX BB,,eodhd,ABLX.BR
BHG US,BHG,eodhd,BHG.US
HSTN LN,,eodhd,HSTN.LSE
SEQL3 BZ,SEQL3.SA,eodhd,SEQL3.SA
OSMT US,,eodhd,OSMT.US
ISF AU,,eodhd,ISF.AU
8266 JP,,yahoo,
IBKC US,,eodhd,IBKC.US
AMZ US,,eodhd,AMZ.US
VET AU,,eodhd,VET.AU
WFSI US,,eodhd,WFSI.US
EDMC US,,eodhd,EDMC.US
4144 TT,,eodhd,4144.TW
FIS US,FIS,eodhd,FIS.US
YDLE US,,eodhd,YDLE.US
EAR US,EAR,eodhd,EAR.US
BEST IJ,,eodhd,BEST.JK
EXTR US,EXTR,eodhd,EXTR.US
DMAN US,,eodhd,DMAN.US
ACIW US,ACIW,eodhd,ACIW.US
DFS LN,,eodhd,DFS.LSE
SYRS US,,eodhd,SYRS.US
3966 JP,3966.T,yahoo,3966.T
CERN US,CERN,eodhd,CERN.US
PAGE LN,PAGE.L,eodhd,PAGE.LSE
3176 TT,,eodhd,3176.TWO
7278 JP,7278.T,yahoo,7278.T
CGRB US,,eodhd,CGRB.US
IP US,IP,eodhd,IP.US
MED US,MED,eodhd,MED.US
SGRO LN,,eodhd,SGRO.LSE
ABBV US,ABBV,eodhd,ABBV.US
MCP PL,,eodhd,MCP.LS
VPG US,,eodhd,VPG.US
MOH US,MOH,eodhd,MOH.US
4757 JP,,yahoo,
6798 JP,,yahoo,
WTE CN,WTE.TO,eodhd,WTE.TO
RBX SJ,,eodhd,RBX.JSE
EFGN SW,,eodhd,EFGN.SW
ERG IM,ERG.MI,eodhd,ERG.MI
094840 KS,,eodhd,094840.KQ
NEX LN,NEX.L,eodhd,NEX.LSE
CBK GR,CBK.DE,eodhd,CBK.XETRA
CBAK US,,eodhd,CBAK.US
3583 TT,,eodhd,3583.TW
Z1P AU,,eodhd,Z1P.AU
IMOS UQ,,ignore,
MV US,,eodhd,MV.US
TL5 SM,TL5.MC,eodhd,TL5.MC
GRNG SS,GRNG.ST,eodhd,GRNG.ST
CTG US,,eodhd,CTG.US
ATL IM,ATL.MI,eodhd,ATL.MI
PLAN US,PLAN,eodhd,PLAN.US
HOOK US,,eodhd,HOOK.US
VKR/U CN,,eodhd,VKR/U.TO
HBAN US,HBAN,eodhd,HBAN.US
CICSAB1 MF,,eodhd,CICSAB1.MX
OBEL BB,,eodhd,OBEL.BR
COMS US,,eodhd,COMS.US
MMC US,MMC,eodhd,MMC.US
XJT US,,eodhd,XJT.US
959 HK,,eodhd,0959.HK
SILO IJ,,eodhd,SILO.JK
7447 JP,,yahoo,
AXA NO,,eodhd,AXA.OL
DMH IM,,eodhd,DMH.MI
ASTM US,,eodhd,ASTM.US
VARD SP,,eodhd,VARD.SG
DSCT IT,DSCT.TA,eodhd,DSCT.TA
OEC US,OEC,eodhd,OEC.US
3653 TT,,eodhd,3653.TW
HLYS US,,eodhd,HLYS.US
DP US,,eodhd,DP.US
9008 JP,9008.T,yahoo,9008.T
FOXA US,FOXA,eodhd,FOXA.US
8630 JP,8630.T,yahoo,8630.T
POU CN,POU.TO,eodhd,POU.TO
ADRX US,,eodhd,ADRX.US
PWI/U CN,,eodhd,PWI/U.TO
PFC US,PFC,eodhd,PFC.US
GDS FP,,eodhd,GDS.PA
DOW US,DOW,eodhd,DOW.US
2455 TT,2455.TW,eodhd,2455.TW
CO/ LN,,eodhd,CO.LSE
RYA ID,RY4C.IR,eodhd,RY4C.IR
3152 TT,3152.TWO,eodhd,3152.TWO
AMRN US,,eodhd,AMRN.US
MOTV US,,eodhd,MOTV.US
010950 KS,010950.KS,eodhd,010950.KQ
906 HK,,eodhd,0906.HK
ICL IT,ICL.TA,eodhd,ICL.TA
PEGA US,PEGA,eodhd,PEGA.US
FAST NO,,eodhd,FAST.OL
AON US,AON,eodhd,AON.US
ALTM US,,eodhd,ALTM.US
SW FP,SW.PA,eodhd,SW.PA
004550 KS,,eodhd,004550.KQ
PHARM NA,PHARM.AS,eodhd,PHARM.AS
000080 KS,000080.KS,eodhd,000080.KQ
NSM US,,eodhd,NSM.US
PIG FP,,eodhd,PIG.PA
GEN US,,eodhd,GEN.US
4523 JP,4523.T,yahoo,4523.T
298020 KS,298020.KS,eodhd,298020.KO
APA AU,APA.AX,eodhd,APA.AU
2536 TT,,eodhd,2536.TW
CLMS US,,eodhd,CLMS.US
DPH US,,eodhd,DPH.US
BONT US,,eodhd,BONT.US
USAK US,,eodhd,USAK.US
029460 KS,,eodhd,029460.KQ
9201 JP,9201.T,yahoo,9201.T
WIX LN,WIX.L,eodhd,WIX.LSE
PRSC US,,eodhd,PRSC.US
HIEN SW,,eodhd,HIEN.SW
PDQ US,,eodhd,PDQ.US
APF LN,APF.L,eodhd,APF.LSE
GBCI US,GBCI,eodhd,GBCI.US
WG/ LN,WG.L,eodhd,WG.LSE
THR US,THR,eodhd,THR.US
192080 KS,192080.KS,eodhd,192080.KQ
EMGS NO,,eodhd,EMGS.OL
963 CH,,ignore,
VIR US,VIR,eodhd,VIR.US
QRTEA US,QRTEA,eodhd,QRTEA.US
6470 JP,,yahoo,
AGS LN,,eodhd,AGS.LSE
1402 TT,1402.TW,eodhd,1402.TW
EMS US,,eodhd,EMS.US
KVI NO,,eodhd,KVI.OL
BIM FP,BIM.PA,eodhd,BIM.PA
AGR AV,,eodhd,AGR.VI
BOLSAA MF,BOLSAA.MX,eodhd,BOLSAA.MX
ALLI US,,eodhd,ALLI.US
CAKE US,CAKE,eodhd,CAKE.US
LUV US,LUV,eodhd,LUV.US
5707 JP,,yahoo,
FRED US,,eodhd,FRED.US
AF FP,,eodhd,AF.PA
CZZ GR,,eodhd,CZZ.XETRA
SEE US,SEE,eodhd,SEE.US
CFSI US,,eodhd,CFSI.US
WEBX US,,eodhd,WEBX.US
GRFS SM,,eodhd,GRFS.MC
PBI US,PBI,eodhd,PBI.US
7942 JP,7942.T,yahoo,7942.T
CAR-U CN,,eodhd,CAR-UN.TO
LLIS3 BZ,,eodhd,LLIS3.SA
CB US,CB,eodhd,CB.US
STLY US,,eodhd,STLY.US
PCO US,,eodhd,PCO.US
AEO AU,,eodhd,AEO.AU
JAK MK,,eodhd,JAK.KLSE
QUAN SW,,eodhd,QUAN.SW
DW CN,,eodhd,DW.TO
BHB MK,,eodhd,BHB.KLSE
6814 JP,,yahoo,
OPT AU,,eodhd,OPT.AU
EVG LN,,eodhd,EVG.LSE
CMBN LN,,eodhd,CMBN.LSE
NLC US,,eodhd,NLC.US
MMT SP,,eodhd,MMT.SG
MMI US,,eodhd,MMI.US
ACAT US,,eodhd,ACAT.US
FUQI US,,eodhd,FUQI.US
PSNL US,PSNL,eodhd,PSNL.US
FHB HB,,eodhd,FHB.BUD
EDN IM,,eodhd,EDN.MI
7182 JP,7182.T,yahoo,7182.T
8008 TT,,eodhd,8008.TWO
MDLA US,,eodhd,MDLA.US
TRR US,,eodhd,TRR.US
VQ US,,eodhd,VQ.US
CKF AU,CKF.AX,eodhd,CKF.AU
BVIT LN,,eodhd,BVIT.LSE
MGROS TI,MGROS.IS,eodhd,MGROS.IS
ARO GR,,eodhd,ARO.XETRA
4293 JP,4293.T,yahoo,4293.T
CHE US,CHE,eodhd,CHE.US
KATE US,,eodhd,KATE.US
WLTW US,,eodhd,WLTW.US
MDCO US,,eodhd,MDCO.US
SIRO US,,eodhd,SIRO.US
6277 TT,,eodhd,6277.TW
DBG US,,eodhd,DBG.US
ATD/B CA,,ignore,
2371 JP,2371.T,yahoo,2371.T
TTNP MK,,eodhd,TTNP.KLSE
571 HK,,eodhd,0571.HK
MTEM US,,eodhd,MTEM.US
BA/ LN,BA.L,eodhd,BA.LSE
FUTR LN,FUTR.L,eodhd,FUTR.LSE
RATE US,,eodhd,RATE.US
ARUN US,,eodhd,ARUN.US
K US,K,eodhd,K.US
NCR US,NCR,eodhd,NCR.US
ERIE US,,eodhd,ERIE.US
ACO/X CN,ACO-X.TO,eodhd,ACO-X.TO
ETR US,ETR,eodhd,ETR.US
PF US,,eodhd,PF.US
BINV SS,,eodhd,BINV.ST
APR LN,,eodhd,APR.LSE
NCM AU,NCM.AX,eodhd,NCM.AU
VHS US,,eodhd,VHS.US
ROC AU,,eodhd,ROC.AU
OPTM US,,eodhd,OPTM.US
ALJ US,,eodhd,ALJ.US
BRSN LN,,eodhd,BRSN.LSE
6366 JP,6366.T,yahoo,6366.T
LAC CN,LAC.TO,eodhd,LAC.TO
CPWR US,,eodhd,CPWR.US
PERY US,,eodhd,PERY.US
MS IM,,eodhd,MS.MI
CVG US,,eodhd,CVG.US
MBT PM,,eodhd,MBT.PSE
CMB BB,,eodhd,CMB.BR
REG AU,,eodhd,REG.AU
MCRL US,,eodhd,MCRL.US
PAYA US,PAYA,eodhd,PAYA.US
OA US,,eodhd,OA.US
DDUP US,,eodhd,DDUP.US
2815 JP,2815.T,yahoo,2815.T
BCE CN,BCE.TO,eodhd,BCE.TO
BNP FP,BNP.PA,eodhd,BNP.PA
HSII US,HSII,eodhd,HSII.US
MODN US,MODN,eodhd,MODN.US
DSV DC,DSV.CO,eodhd,DSV.CO
6788 JP,,yahoo,
SDF AU,SDF.AX,eodhd,SDF.AU
NAS NO,,eodhd,NAS.OL
LXFR US,LXFR,eodhd,LXFR.US
SFS US,,eodhd,SFS.US
CHPC US,,eodhd,CHPC.US
BPSO IM,BPSO.MI,eodhd,BPSO.MI
SGQ CN,,eodhd,SGQ.TO
4753 JP,,yahoo,
CYPB US,,eodhd,CYPB.US
ADEX US,,eodhd,ADEX.US
SLNK US,,eodhd,SLNK.US
MYG US,,eodhd,MYG.US
PLT US,,eodhd,PLT.US
004020 KS,004020.KS,eodhd,004020.KQ
AVNR US,,eodhd,AVNR.US
VRL AU,,eodhd,VRL.AU
TWR NZ,,yahoo,
6166 TT,,eodhd,6166.TW
BDN US,,eodhd,BDN.US
RM/ LN,,eodhd,RM.LSE
RIDE US,RIDE,eodhd,RIDE.US
VETN SW,,eodhd,VETN.SW
ALE US,ALE,eodhd,ALE.US
WTGN SW,,eodhd,WTGN.SW
CTLM US,,eodhd,CTLM.US
IMB LN,IMB.L,eodhd,IMB.LSE
HUSCO DC,,eodhd,HUSCO.CO
NWG LN,NWG.L,eodhd,NWG.LSE
CEP SM,,eodhd,CEP.MC
JEN GR,JEN.DE,eodhd,JEN.XETRA
CRY US,,eodhd,CRY.US
BIMAS TI,BIMAS.IS,eodhd,BIMAS.IS
CWC GR,,eodhd,CWC.XETRA
RGA US,RGA,eodhd,RGA.US
003690 KS,,eodhd,003690.KQ
CALA US,,eodhd,CALA.US
TFSL US,,eodhd,TFSL.US
4119 TT,,eodhd,4119.TW
DOM AU,,eodhd,DOM.AU
BKI US,BKI,eodhd,BKI.US
3090 TT,,eodhd,3090.TW
7242 JP,,yahoo,
8870 JP,,yahoo,
2495 TT,,eodhd,2495.TW
WAIR US,,eodhd,WAIR.US
DNP PW,,eodhd,DNP.WAR
WIKA IJ,,eodhd,WIKA.JK
PRY IM,PRY.MI,eodhd,PRY.MI
GEM IM,,eodhd,GEM.MI
247540 KS,247540.KQ,eodhd,247540.KQ
MELE BB,MELE.BR,eodhd,MELE.BR
GOSHA US,,eodhd,GOSHA.US
BW US,BW,eodhd,BW.US
TESS US,,eodhd,TESS.US
271560 KS,271560.KS,eodhd,271560.KO
HLA SP,,eodhd,HLA.SG
FND US,FND,eodhd,FND.US
DAL US,DAL,eodhd,DAL.US
L CN,L.TO,eodhd,L.TO
3605 JP,,yahoo,
TIETO FH,TIETO.HE,eodhd,TIETO.HE
ERG LN,,eodhd,ERG.LSE
183 HK,,eodhd,0183.HK
CPN TB,,eodhd,CPN.BK
XICO US,,eodhd,XICO.US
SYPR US,,eodhd,SYPR.US
MORN US,,eodhd,MORN.US
DCN US,,eodhd,DCN.US
R8R GR,,eodhd,R8R.STU
PAP SJ,,eodhd,PAP.JSE
8316 JP,8316.T,yahoo,8316.T
GEF US,GEF,eodhd,GEF.US
TRXC US,,eodhd,TRXC.US
6302 JP,6302.T,yahoo,6302.T
VTAE US,,eodhd,VTAE.US
VIVA3 BZ,VIVA3.SA,eodhd,VIVA3.SA
030000 KS,030000.KS,eodhd,030000.KQ
DEIX US,,eodhd,DEIX.US
GP US,,eodhd,GP.US
PCT NZ,,yahoo,
HOMEX* MF,,eodhd,HOMEX.MX
IPF LN,,eodhd,IPF.LSE
RUP AU,,eodhd,RUP.AU
NZR NZ,,yahoo,
DDS US,DDS,eodhd,DDS.US
TUN CN,,eodhd,TUN.TO
FLS US,FLS,eodhd,FLS.US
RVBD US,,eodhd,RVBD.US
AMPE US,,eodhd,AMPE.US
VNX US,,eodhd,VNX.US
ALNT LN,,eodhd,ALNT.LSE
AFMD US,AFMD,eodhd,AFMD.US
ALU FP,,eodhd,ALU.PA
SMHN GR,SMHN.DE,eodhd,SMHN.XETRA
SUPER TB,,eodhd,SUPER.BK
AEZS CN,,eodhd,AEZS.TO
9003 JP,9003.T,yahoo,9003.T
AQ US,,eodhd,AQ.US
TCL/A CN,TCL-A.TO,eodhd,TCL-A.TO
PXP US,,eodhd,PXP.US
HRX GR,,eodhd,HRX.XETRA
TWOU US,TWOU,eodhd,TWOU.US
SML SP,,eodhd,SML.SG
7994 JP,7994.T,yahoo,7994.T
ADN LN,,eodhd,ADN.LSE
CMP SJ,,eodhd,CMP.JSE
ENA PW,ENA.WA,eodhd,ENA.WAR
3880 JP,3880.T,yahoo,3880.T
TCL AU,TCL.AX,eodhd,TCL.AU
CNDT US,CNDT,eodhd,CNDT.US
HEES US,HEES,eodhd,HEES.US
MCFE US,,eodhd,MCFE.US
5387 TT,,eodhd,5387.TWO
CFG SM,,eodhd,CFG.MC
CAM US,,eodhd,CAM.US
MSI US,MSI,eodhd,MSI.US
3056 TW,,ignore,
ALOG US,,eodhd,ALOG.US
CORA NA,,eodhd,CORA.AS
PGTI US,PGTI,eodhd,PGTI.US
MDST US,,eodhd,MDST.US
TOX LN,,eodhd,TOX.LSE
DHG AU,DHG.AX,eodhd,DHG.AU
PRTK US,PRTK,eodhd,PRTK.US
SCRI US,,eodhd,SCRI.US
ACS US,,eodhd,ACS.US
GI US,,eodhd,GI.US
LILA US,,eodhd,LILA.US
8572 JP,8572.T,yahoo,8572.T
3048 JP,3048.T,yahoo,3048.T
CFFN US,CFFN,eodhd,CFFN.US
TLS AU,TLS.AX,eodhd,TLS.AU
OMN SJ,,eodhd,OMN.JSE
1580 TT,,eodhd,1580.TWO
JOSB US,,eodhd,JOSB.US
A035080 KS,,eodhd,035080.KQ
6923 JP,6923.T,yahoo,6923.T
HIBB US,HIBB,eodhd,HIBB.US
345 HK,0345.HK,eodhd,0345.HK
BERY US,BERY,eodhd,BERY.US
OPWR US,,eodhd,OPWR.US
7956 JP,7956.T,yahoo,7956.T
KBW US,,eodhd,KBW.US
UNBJ US,,eodhd,UNBJ.US
FRG US,FRG,eodhd,FRG.US
280360 KS,,eodhd,280360.KO
FBK IM,FBK.MI,eodhd,FBK.MI
MLHR US,,eodhd,MLHR.US
CPA US,,eodhd,CPA.US
LNC US,LNC,eodhd,LNC.US
SRBNK NO,SRBNK.OL,eodhd,SRBNK.OL
051600 KS,051600.KS,eodhd,051600.KQ
ACAS US,,eodhd,ACAS.US
ED US,ED,eodhd,ED.US
SSW SJ,,eodhd,SSW.JSE
4118 JP,4118.T,yahoo,4118.T
SPE CN,,eodhd,SPE.TO
JW/A US,,eodhd,JW-A.US
WSSI US,,eodhd,WSSI.US
6941 JP,,yahoo,
DIE BB,DIE.BR,eodhd,DIE.BR
SYNC US,,eodhd,SYNC.US
NSI NA,,eodhd,NSI.AS
VESTL TI,VESTL.IS,eodhd,VESTL.IS
GNA US,,eodhd,GNA.US
MVC US,,eodhd,MVC.US
RENE PL,RENE.LS,eodhd,RENE.LS
GPACK SP,,eodhd,GPACK.SG
TQNT US,,eodhd,TQNT.US
IMS IM,,eodhd,IMS.MI
CK TB,,eodhd,CK.BK
CSR AU,CSR.AX,eodhd,CSR.AU
RFMD US,,eodhd,RFMD.US
NA CN,NA.TO,eodhd,NA.TO
BEE US,,eodhd,BEE.US
GPC US,GPC,eodhd,GPC.US
RWD LN,,eodhd,RWD.LSE
FBC US,FBC,eodhd,FBC.US
000120 KS,000120.KS,eodhd,000120.KQ
SRP LN,SRP.L,eodhd,SRP.LSE
3636 JP,,yahoo,
VRNM US,,eodhd,VRNM.US
SR US,SR,eodhd,SR.US
AMRC US,AMRC,eodhd,AMRC.US
CVT US,,eodhd,CVT.US
ETM US,,eodhd,ETM.US
3087 JP,,yahoo,
003000 KS,,eodhd,003000.KQ
7839 JP,7839.T,yahoo,7839.T
145720 KS,145720.KS,eodhd,145720.KO
SGFY US,SGFY,eodhd,SGFY.US
BCP TB,,eodhd,BCP.BK
JWN US,JWN,eodhd,JWN.US
PSL TB,,eodhd,PSL.BK
SCHW US,SCHW,eodhd,SCHW.US
AFE SJ,,eodhd,AFE.JSE
071320 KS,,eodhd,071320.KQ
ALPN US,,eodhd,ALPN.US
BOB US,,eodhd,BOB.US
2357 TT,2357.TW,eodhd,2357.TW
2121 JP,2121.T,yahoo,2121.T
CSV US,CSV,eodhd,CSV.US
6223 TT,,eodhd,6223.TWO
8333 JP,,yahoo,
DXL AU,,eodhd,DXL.AU
GNTA US,,eodhd,GNTA.US
4919 JP,4919.T,yahoo,4919.T
ELQAV FH,,eodhd,ELQAV.HE
WTSL US,,eodhd,WTSL.US
NXTM US,,eodhd,NXTM.US
ACTG US,,eodhd,ACTG.US
SLC AU,,eodhd,SLC.AU
FCF US,FCF,eodhd,FCF.US
ENG SM,ENG.MC,eodhd,ENG.MC
1942 JP,1942.T,yahoo,1942.T
ADGI US,ADGI,eodhd,ADGI.US
PFC LN,PFC.L,eodhd,PFC.LSE
CML US,,eodhd,CML.US
BBWI US,BBWI,eodhd,BBWI.US
TRI US,,eodhd,TRI.US
RFS US,,eodhd,RFS.US
TCG LN,,eodhd,TCG.LSE
AMCR US,AMCR,eodhd,AMCR.US
SHP LN,,eodhd,SHP.LSE
6605 TT,,eodhd,6605.TW
WCBO US,,eodhd,WCBO.US
ETFC US,,eodhd,ETFC.US
9928 JP,,yahoo,
PSUN US,,eodhd,PSUN.US
SPP SJ,SPP.JO,eodhd,SPP.JSE
POP US,,eodhd,POP.US
HUN US,HUN,eodhd,HUN.US
HHFA GR,HHFA.DE,eodhd,HHFA.XETRA
538 HK,,eodhd,0538.HK
AIPC US,,eodhd,AIPC.US
OKSB US,,eodhd,OKSB.US
7873 JP,,yahoo,
003720 KS,,eodhd,003720.KQ
ZSPH US,,eodhd,ZSPH.US
PZZA US,PZZA,eodhd,PZZA.US
JT MK,,eodhd,JT.KLSE
HZN US,,eodhd,HZN.US
TCELL TI,TCELL.IS,eodhd,TCELL.IS
TGT US,TGT,eodhd,TGT.US
1044 HK,,eodhd,1044.HK
KLED SS,,eodhd,KLED.ST
MRK US,MRK,eodhd,MRK.US
4716 JP,4716.T,yahoo,4716.T
MRN FP,,eodhd,MRN.PA
7231 JP,,yahoo,
MTRX US,MTRX,eodhd,MTRX.US
COR IM,,eodhd,COR.MI
ITO AU,,eodhd,ITO.AU
9436 JP,,yahoo,
YKBNK TI,YKBNK.IS,eodhd,YKBNK.IS
036570 KS,036570.KS,eodhd,036570.KQ
ICTG US,,eodhd,ICTG.US
6448 JP,6448.T,yahoo,6448.T
8960 JP,,yahoo,
TOY CN,TOY.TO,eodhd,TOY.TO
OPCH US,OPCH,eodhd,OPCH.US
8888 JP,,yahoo,
DVAX US,DVAX,eodhd,DVAX.US
ALD FP,ALD.PA,eodhd,ALD.PA
PSYS US,,eodhd,PSYS.US
PCL US,,eodhd,PCL.US
AGF/B CN,,eodhd,AGF-B.TO
UDRL US,,eodhd,UDRL.US
ASMB US,,eodhd,ASMB.US
COST US,COST,eodhd,COST.US
AVRO US,,eodhd,AVRO.US
IBTX US,IBTX,eodhd,IBTX.US
9945 TT,,eodhd,9945.TW
STAT US,,eodhd,STAT.US
BNFT US,BNFT,eodhd,BNFT.US
ODHN SW,,eodhd,ODHN.SW
SUPER SP,,eodhd,SUPER.SG
LWSN US,,eodhd,LWSN.US
BOY LN,BOY.L,eodhd,BOY.LSE
SXR CN,,eodhd,SXR.TO
SAND SS,SAND.ST,eodhd,SAND.ST
036420 KS,036420.KS,eodhd,036420.KQ
7915 JP,7915.T,yahoo,7915.T
5269 JP,,yahoo,
AM US,AM,eodhd,AM.US
EXR US,,eodhd,EXR.US
CULP US,,eodhd,CULP.US
PFV GR,,eodhd,PFV.XETRA
CPV US,,eodhd,CPV.US
2833 TT,,eodhd,2833.TWO
PROJ US,,eodhd,PROJ.US
8955 JP,,yahoo,
USTN SW,,eodhd,USTN.SW
UPM FH,UPM.HE,eodhd,UPM.HE
ASPS US,,eodhd,ASPS.US
SGH US,SGH,eodhd,SGH.US
6947 JP,6947.T,yahoo,6947.T
TRMP US,,eodhd,TRMP.US
IFN AU,,eodhd,IFN.AU
TCAP TB,,eodhd,TCAP.BK
TK US,,eodhd,TK.US
YLO/U CN,,eodhd,YLO/U.TO
GBIO US,GBIO,eodhd,GBIO.US
VITL US,VITL,eodhd,VITL.US
NEXT US,,eodhd,NEXT.US
REC BB,REC.BR,eodhd,REC.BR
VTC LN,,eodhd,VTC.LSE
ILD FP,,eodhd,ILD.PA
2492 TT,,eodhd,2492.TW
AKZA NA,AKZA.AS,eodhd,AKZA.AS
DRI US,DRI,eodhd,DRI.US
LBTYA US,,eodhd,LBTYA.US
DBD US,DBD,eodhd,DBD.US
CERT US,CERT,eodhd,CERT.US
ENTU US,,eodhd,ENTU.US
TVTX US,TVTX,eodhd,TVTX.US
GAIN US,,eodhd,GAIN.US
CGG FP,CGG.PA,eodhd,CGG.PA
SXC US,SXC,eodhd,SXC.US
1565 TT,1565.TWO,eodhd,1565.TWO
SJR/B CA,,ignore,
085620 KS,,eodhd,085620.KQ
HSV LN,HSV.L,eodhd,HSV.LSE
REP SM,REP.MC,eodhd,REP.MC
ASGN US,ASGN,eodhd,ASGN.US
MCC US,,eodhd,MCC.US
SYNN SW,,eodhd,SYNN.SW
TGYM IM,TGYM.MI,eodhd,TGYM.MI
6991 JP,,yahoo,
2410 JP,,yahoo,
HRMY US,HRMY,eodhd,HRMY.US
MEL US,,eodhd,MEL.US
VGR US,,eodhd,VGR.US
EVE SW,,eodhd,EVE.SW
WNG US,,eodhd,WNG.US
ANGL ID,,eodhd,ANGL.IR
EFX CN,,eodhd,EFX.TO
SAFT US,,eodhd,SAFT.US
HST US,,eodhd,HST.US
KOP US,KOP,eodhd,KOP.US
SCUR US,,eodhd,SCUR.US
DANSKE DC,DANSKE.CO,eodhd,DANSKE.CO
INTV US,,eodhd,INTV.US
LDL US,,eodhd,LDL.US
UCFC US,,eodhd,UCFC.US
GAS AU,,eodhd,GAS.AU
T3C GR,,eodhd,T3C.XETRA
SSB US,SSB,eodhd,SSB.US
JPM US,JPM,eodhd,JPM.US
4142 TW,,ignore,
STM FP,,eodhd,STM.PA
092220 KS,,eodhd,092220.KQ
BBD/B CN,BBD-B.TO,eodhd,BBD-B.TO
INRN SW,INRN.SW,eodhd,INRN.SW
CLE US,,eodhd,CLE.US
ADN1 GR,ADN1.DE,eodhd,ADN1.XETRA
